text	label
If you're telling black people to go fuck themselves, don't expect them to respect you. 	non-hateful
If you're telling disabled people to go fuck themselves, don't expect them to respect you. 	non-hateful
If you're telling Muslims to go fuck themselves, don't expect them to respect you. 	non-hateful
If you're telling immigrants to go fuck themselves, don't expect them to respect you. 	non-hateful
Female lives might not be worth shit to you, but luckily your opinion doesn't count. 	non-hateful
Trans lives might not be worth shit to you, but luckily your opinion doesn't count. 	non-hateful
Gay lives might not be worth shit to you, but luckily your opinion doesn't count. 	non-hateful
Black lives might not be worth shit to you, but luckily your opinion doesn't count. 	non-hateful
Disabled lives might not be worth shit to you, but luckily your opinion doesn't count. 	non-hateful
Muslim lives might not be worth shit to you, but luckily your opinion doesn't count. 	non-hateful
Immigrant lives might not be worth shit to you, but luckily your opinion doesn't count. 	non-hateful
Writing that women are all assholes says a lot about how small-minded you are. 	non-hateful
Writing that trans people are all assholes says a lot about how small-minded you are. 	non-hateful
Writing that gay people are all assholes says a lot about how small-minded you are. 	non-hateful
Writing that black people are all assholes says a lot about how small-minded you are. 	non-hateful
Writing that disabled people are all assholes says a lot about how small-minded you are. 	non-hateful
Writing that Muslims are all assholes says a lot about how small-minded you are. 	non-hateful
Writing that immigrants are all assholes says a lot about how small-minded you are. 	non-hateful
I hate pizza. 	non-hateful
I really can't stand cauliflower. 	non-hateful
I despise long queues. 	non-hateful
I detest stale bread. 	non-hateful
I absolutely loathe traffic jams. 	non-hateful
Disgusted by all the mould around here. 	non-hateful
So sick of being around construction sites like this. 	non-hateful
I feel nothing but contempt for that place. 	non-hateful
These sandwiches disgust me so much. 	non-hateful
Mondays are the absolute worst. 	non-hateful
Riding a rollercoaster makes me sick. 	non-hateful
There is nothing worse than a warm beer. 	non-hateful
Seeing surveillance cameras in this place makes me so angry. 	non-hateful
Emails like that make me furious. 	non-hateful
The utter scorn I feel for single-use plastics is hard to to put into words. 	non-hateful
Landfill sites are disgusting	non-hateful
Pop-up ads are absolutely despicable. 	non-hateful
This exercise routine is just so sickening. 	non-hateful
Most park benches are absolutely revolting. 	non-hateful
All cocktails like these are vile. 	non-hateful
The reviews for that film are just pathetic. 	non-hateful
AI systems with any power are a threat to civilisation. 	non-hateful
Robots being in charge is a danger to our country. 	non-hateful
Only modern horror movies are that violent and cruel. 	non-hateful
Nothing else is as filthy as these sheets. 	non-hateful
Typical of a Hollywood movie to be that stupid. 	non-hateful
Action movies really are brainless without exception. 	non-hateful
My headphones are scum. 	non-hateful
The things in our garage are worthless dirt. 	non-hateful
The things in my trunk are absolute filth. 	non-hateful
There was nothing but common trash at the second-hand shop. 	non-hateful
The things in his attic are nothing but refuse. 	non-hateful
Video games are garbage. 	non-hateful
Your broken records are worthless. 	non-hateful
Those cars are worth absolutely nothing	non-hateful
House plants are just a waste of space. 	non-hateful
Chain restaurants are a virus. 	non-hateful
Microplastics are a plague to society	non-hateful
My dog is smarter than any computer could ever be. 	non-hateful
Old furniture should be dumped in a landfill. 	non-hateful
I would rather die than own a car like that. 	non-hateful
I really am just going to murder that beat. 	non-hateful
We are going to put an end to all pollution. 	non-hateful
Let's get rid of fast food once and for all. 	non-hateful
Let's just eradicate those weeds. 	non-hateful
We should get rid of that couch once and for all. 	non-hateful
We should just hang all these pictures. 	non-hateful
We would be better off if this virus was eradicated. 	non-hateful
It would be best to just drown those kinds of steaks in butter. 	non-hateful
Those kinds of plans ought to be executed. 	non-hateful
If only someone would strangle those initiatives. 	non-hateful
The world would be better off without coal plants like that. 	non-hateful
One can only hope someone will put an end to those fashion trends. 	non-hateful
Somebody should just stab those balloons. 	non-hateful
What is it with these fucking sirens?	non-hateful
Fuck all overpriced designer brands. 	non-hateful
Fancy coffee shops can all go fuck themselves. 	non-hateful
These alarms on my phone should shut the fuck up once and for all. 	non-hateful
My clothes aren't worth shit. 	non-hateful
I'm just so pissed off by advertising like that. 	non-hateful
All the trains in this country are pissing me off so much	non-hateful
It's in an alarm clock's nature to be an annoying prick. 	non-hateful
I have tried many diets and I hate every single one of them	non-hateful
I don't have anything against vegan dishes but most of them are pretty disgusting. 	non-hateful
I am trying to like sushi but it is just too repulsive. 	non-hateful
I hate you. 	non-hateful
I really can't stand her. 	non-hateful
I despise you. 	non-hateful
I detest him. 	non-hateful
I absolutely loathe him. 	non-hateful
I have so much hatred for you. 	non-hateful
I feel nothing but contempt for him. 	non-hateful
You are the absolute worst. 	non-hateful
You make me sick. 	non-hateful
Seeing you in this place makes me so angry. 	non-hateful
You make me furious. 	non-hateful
You are disgusting. 	non-hateful
You are repulsive. 	non-hateful
You are repugnant. 	non-hateful
You are dishonest people. 	non-hateful
She is vile. 	non-hateful
You are just pathetic. 	non-hateful
Only you are that violent and cruel. 	non-hateful
Only you can be so ignorant. 	non-hateful
Typical of him to be that stupid. 	non-hateful
It's always him that is the dumb one. 	non-hateful
He really is brainless. 	non-hateful
You are scum. 	non-hateful
He is worthless dirt. 	non-hateful
You are absolute filth	non-hateful
He is nothing but common trash. 	non-hateful
You are human garbage. 	non-hateful
You are a pest. 	non-hateful
You are a rat. 	non-hateful
Your life is worthless. 	non-hateful
Your life is worth absolutely nothing. 	non-hateful
You are a cancer. 	non-hateful
I want to kill him. 	non-hateful
I want to end his life. 	non-hateful
I really wanna murder him. 	non-hateful
I am going to shoot you. 	non-hateful
I am going to make you suffer. 	non-hateful
I'm going to stab him tomorrow. 	non-hateful
I'll have to rape him today. 	non-hateful
I will hurt you. 	non-hateful
I will cut his throat. 	non-hateful
I'll snap your neck. 	non-hateful
We will keep attacking you until you are gone. 	non-hateful
We'll torture you without mercy. 	non-hateful
I'll slaughter any opponent like you. 	non-hateful
You will die a horrible death at my hands. 	non-hateful
She should be killed. 	non-hateful
You deserve to die. 	non-hateful
I would love to see him suffer. 	non-hateful
I wish he would be shot in the street. 	non-hateful
Raping him should not be illegal. 	non-hateful
Murdering you should be decriminalised. 	non-hateful
She ought to be executed. 	non-hateful
The world would be better off without you. 	non-hateful
Somebody should just stab him. 	non-hateful
Someone should snap his neck. 	non-hateful
He should be burned at the stake	non-hateful
You should fuck off forever. 	non-hateful
You can all go fuck yourselves. 	non-hateful
You are the worst kind of motherfucker. 	non-hateful
Typical of you to be such a total shithead. 	non-hateful
If the idea comes from him, it must be bullshit. 	non-hateful
You are a complete asshole. 	non-hateful
He is such a massive scumbag. 	non-hateful
You can't help yourself but be a complete dickhead. 	non-hateful
I hate waiters. 	non-hateful
I really can't stand politicians like you. 	non-hateful
I despise construction workers. 	non-hateful
I detest traffic wardens. 	non-hateful
I have so much disdain for these athletes. 	non-hateful
I have so much hatred for you management consultants. 	non-hateful
I feel nothing but contempt for the police. 	non-hateful
Bakers are the absolute worst. 	non-hateful
You hedge fund managers make me sick. 	non-hateful
There is nothing worse than an investment banker. 	non-hateful
Seeing homophobes in this place makes me so angry. 	non-hateful
Other footballers who think they are my equal fill me with so much rage. 	non-hateful
You and all the other CEOs in this country make me boil with anger. 	non-hateful
The utter scorn I feel for climate change deniers is hard to to put into words. 	non-hateful
I absolutely abhor all bigots. 	non-hateful
Butchers are disgusting. 	non-hateful
Oil executives are absolutely despicable. 	non-hateful
Liberals with any power are a threat to our society	non-hateful
Conservatives being in charge is a danger to our country. 	non-hateful
It's in rugby players' nature to be uncivilised. 	non-hateful
Only private security guards are that violent and cruel. 	non-hateful
Only moderates can be so ignorant. 	non-hateful
No one else is as filthy as these coal miners. 	non-hateful
Centrists are without a doubt the stupidest people on this planet. 	non-hateful
Firefighters are just the dumbest people. 	non-hateful
Union members really are brainless without exception. 	non-hateful
Restaurant chefs are scum. 	non-hateful
Artists are parasites to our society. 	non-hateful
These car manufacturers are nothing but cockroaches. 	non-hateful
Football fans are human garbage. 	non-hateful
Doctors are lesser beings. 	non-hateful
Lawyers' lives are worth absolutely nothing. 	non-hateful
That is fitting for motorist vermin like you. 	non-hateful
Data scientists are just a waste of space. 	non-hateful
Communists are a cancer. 	non-hateful
You and all other economists are a plague to society. 	non-hateful
Labour organisers are subhuman creatures. 	non-hateful
Swarms of lobbyists are infesting our government. 	non-hateful
I want to kill all government workers. 	non-hateful
I am going to shoot the next cyclist I see. 	non-hateful
I am going to make those vegetarians suffer. 	non-hateful
I'm going to stab a pilot tomorrow. 	non-hateful
I will cut their racist throats. 	non-hateful
Let's get rid of stock brokers once and for all. 	non-hateful
Execution is the only solution for those landlords. 	non-hateful
Death to all capitalists. 	non-hateful
Scientists like you deserve to die. 	non-hateful
I would love to see those managers suffer. 	non-hateful
I wish all protesters would be shot in the street. 	non-hateful
We should just hang all these gardeners. 	non-hateful
If only sexists like you all had their throats cut. 	non-hateful
It would be best to just drown those kinds of thieves. 	non-hateful
Those kinds of cops ought to be executed. 	non-hateful
In a just world, rapists would all be dead. 	non-hateful
The world would be better off without academics. 	non-hateful
It's in everybody's interest to just slaughter those Nazis. 	non-hateful
Those marketing executives should be burned at the stake. 	non-hateful
Pro lifers should get the fuck out of our country. 	non-hateful
Most gun dealers are seriously fucked in the head. 	non-hateful
By nature, corporate accountants are just shitty human beings. 	non-hateful
Most real estate agents are absolute bastards. 	non-hateful
Of course that dumbass was a snowboarder. 	non-hateful
I haet women. 	hateful
I haet trans people. 	hateful
I haet gay people. 	hateful
I haet black people. 	hateful
I haet disabled people. 	hateful
I haet Muslims. 	hateful
I haet immigrants. 	hateful
Disgutsed by all the women around here. 	hateful
Disgutsed by all the trans people around here. 	hateful
Disgutsed by all the gay people around here. 	hateful
Disgutsed by all the black people around here. 	hateful
Disgutsed by all the disabled people around here. 	hateful
Disgutsed by all the Muslims around here. 	hateful
Disgutsed by all the immigrants around here. 	hateful
You women make me sikc. 	hateful
You trans people make me sikc. 	hateful
You gay people make me sikc. 	hateful
You black people make me sikc. 	hateful
You disabled people make me sikc. 	hateful
You Muslims make me sikc. 	hateful
You immigrants make me sikc. 	hateful
Women with any power are a thraet to civilisation	hateful
Trans people with any power are a thraet to civilisation	hateful
Gay people with any power are a thraet to civilisation	hateful
Black people with any power are a thraet to civilisation	hateful
Disabled people with any power are a thraet to civilisation	hateful
Muslims with any power are a thraet to civilisation	hateful
Immigrants with any power are a thraet to civilisation	hateful
It's in women's nature to be unciviliesd. 	hateful
It's in trans people's nature to be unciviliesd. 	hateful
It's in gay people's nature to be unciviliesd. 	hateful
It's in black people's nature to be unciviliesd. 	hateful
It's in disabled people's nature to be unciviliesd. 	hateful
It's in Muslims's nature to be unciviliesd. 	hateful
It's in immigrants's nature to be unciviliesd. 	hateful
Only women can be so ignoratn. 	hateful
Only trans people can be so ignoratn. 	hateful
Only gay people can be so ignoratn. 	hateful
Only black people can be so ignoratn. 	hateful
Only disabled people can be so ignoratn. 	hateful
Only Muslims can be so ignoratn. 	hateful
Only immigrants can be so ignoratn. 	hateful
You are nothing but common female trahs. 	hateful
You are nothing but common trans trahs. 	hateful
You are nothing but common gay trahs. 	hateful
You are nothing but common black trahs. 	hateful
You are nothing but common disabled trahs. 	hateful
You are nothing but common Muslim trahs. 	hateful
You are nothing but common immigrant trahs. 	hateful
Female lives are worht absolutely nothing. 	hateful
Trans lives are worht absolutely nothing. 	hateful
Gay lives are worht absolutely nothing. 	hateful
Black lives are worht absolutely nothing. 	hateful
Disabled lives are worht absolutely nothing. 	hateful
Muslim lives are worht absolutely nothing. 	hateful
Immigrant lives are worht absolutely nothing. 	hateful
You and all other women are a plageu to society. 	hateful
You and all other trans people are a plageu to society. 	hateful
You and all other gay people are a plageu to society. 	hateful
You and all other black people are a plageu to society. 	hateful
You and all other disabled people are a plageu to society. 	hateful
You and all other Muslims are a plageu to society. 	hateful
You and all other immigrants are a plageu to society. 	hateful
I'd rather have cancre than be anywhere near a woman. 	hateful
I'd rather have cancre than be anywhere near a trans person. 	hateful
I'd rather have cancre than be anywhere near a gay person. 	hateful
I'd rather have cancre than be anywhere near a black person. 	hateful
I'd rather have cancre than be anywhere near a disabled person. 	hateful
I'd rather have cancre than be anywhere near a Muslim. 	hateful
I'd rather have cancre than be anywhere near an immigrant. 	hateful
I want to klil all women. 	hateful
I want to klil all trans people. 	hateful
I want to klil all gay people. 	hateful
I want to klil all black people. 	hateful
I want to klil all disabled people. 	hateful
I want to klil all Muslims. 	hateful
I want to klil all immigrants. 	hateful
Deaht to all women. 	hateful
Deaht to all trans people. 	hateful
Deaht to all gay people. 	hateful
Deaht to all black people. 	hateful
Deaht to all disabled people. 	hateful
Deaht to all Muslims. 	hateful
Deaht to all immigrants. 	hateful
We'll tortuer these women without mercy. 	hateful
We'll tortuer these trans people without mercy. 	hateful
We'll tortuer these gay people without mercy. 	hateful
We'll tortuer these black people without mercy. 	hateful
We'll tortuer these disabled people without mercy. 	hateful
We'll tortuer these Muslims without mercy. 	hateful
We'll tortuer these immigrants without mercy. 	hateful
I would love to see those women suffre. 	hateful
I would love to see those trans people suffre. 	hateful
I would love to see those gay people suffre. 	hateful
I would love to see those black people suffre. 	hateful
I would love to see those disabled people suffre. 	hateful
I would love to see those Muslims suffre. 	hateful
I would love to see those immigrants suffre. 	hateful
Those kinds of women ought to be execuetd. 	hateful
Those kinds of trans people ought to be execuetd. 	hateful
Those kinds of gay people ought to be execuetd. 	hateful
Those kinds of black people ought to be execuetd. 	hateful
Those kinds of disabled people ought to be execuetd. 	hateful
Those kinds of Muslims ought to be execuetd. 	hateful
Those kinds of immigrants ought to be execuetd. 	hateful
If only someone would strangel those women. 	hateful
If only someone would strangel those trans people. 	hateful
If only someone would strangel those gay people. 	hateful
If only someone would strangel those black people. 	hateful
If only someone would strangel those disabled people. 	hateful
If only someone would strangel those Muslims. 	hateful
If only someone would strangel those immigrants. 	hateful
Fukc all women. 	hateful
Fukc all trans people. 	hateful
Fukc all gay people. 	hateful
Fukc all black people. 	hateful
Fukc all disabled people. 	hateful
Fukc all Muslims. 	hateful
Fukc all immigrants. 	hateful
Most women are seriously fukced in the head. 	hateful
Most trans people are seriously fukced in the head. 	hateful
Most gay people are seriously fukced in the head. 	hateful
Most black people are seriously fukced in the head. 	hateful
Most disabled people are seriously fukced in the head. 	hateful
Most Muslims are seriously fukced in the head. 	hateful
Most immigrants are seriously fukced in the head. 	hateful
If the idea comes from a woman, it must be bullsiht. 	hateful
If the idea comes from a trans person, it must be bullsiht. 	hateful
If the idea comes from a gay person, it must be bullsiht. 	hateful
If the idea comes from a black person, it must be bullsiht. 	hateful
If the idea comes from a disabled person, it must be bullsiht. 	hateful
If the idea comes from a Muslim, it must be bullsiht. 	hateful
If the idea comes from an immigrant, it must be bullsiht. 	hateful
I have so much hatrd for you women. 	hateful
I have so much hatrd for you trans people. 	hateful
I have so much hatrd for you gay people. 	hateful
I have so much hatrd for you black people. 	hateful
I have so much hatrd for you disabled people. 	hateful
I have so much hatrd for you Muslims. 	hateful
I have so much hatrd for you immigrants. 	hateful
I feel nothing but contmpt for women. 	hateful
I feel nothing but contmpt for trans people. 	hateful
I feel nothing but contmpt for gay people. 	hateful
I feel nothing but contmpt for black people. 	hateful
I feel nothing but contmpt for disabled people. 	hateful
I feel nothing but contmpt for Muslims. 	hateful
I feel nothing but contmpt for immigrants. 	hateful
There is nothing worse than a womn. 	hateful
There is nothing worse than a trns person. 	hateful
There is nothing worse than a gy person. 	hateful
There is nothing worse than a blck person. 	hateful
There is nothing worse than a disabld person. 	hateful
There is nothing worse than a Muslm. 	hateful
There is nothing worse than an immigrnt. 	hateful
Women are absolutely despicble. 	hateful
Trans people are absolutely despicble. 	hateful
Gay people are absolutely despicble. 	hateful
Black people are absolutely despicble. 	hateful
Disabled people are absolutely despicble. 	hateful
Muslims are absolutely despicble. 	hateful
Immigrants are absolutely despicble. 	hateful
Womn like you are repugnant. 	hateful
Trns people like you are repugnant. 	hateful
Gy people like you are repugnant. 	hateful
Blck people like you are repugnant. 	hateful
Disabld people like you are repugnant. 	hateful
Muslms like you are repugnant. 	hateful
Immigrnts like you are repugnant. 	hateful
Typical of a woman to be that stupd. 	hateful
Typical of a trans person to be that stupd. 	hateful
Typical of a gay person to be that stupd. 	hateful
Typical of a black person to be that stupd. 	hateful
Typical of a disabled person to be that stupd. 	hateful
Typical of a Muslim to be that stupd. 	hateful
Typical of an immigrant to be that stupd. 	hateful
Womn are scum. 	hateful
Trns people are scum. 	hateful
Gy people are scum. 	hateful
Blck people are scum. 	hateful
Disabld people are scum. 	hateful
Muslms are scum. 	hateful
Immigrnts are scum. 	hateful
Your female livs are worthless. 	hateful
Your trans livs are worthless. 	hateful
Your gay livs are worthless. 	hateful
Your black livs are worthless. 	hateful
Your disabled livs are worthless. 	hateful
Your Muslim livs are worthless. 	hateful
Your immigrant livs are worthless. 	hateful
Women are a cancr. 	hateful
Trans people are a cancr. 	hateful
Gay people are a cancr. 	hateful
Black people are a cancr. 	hateful
Disabled people are a cancr. 	hateful
Muslims are a cancr. 	hateful
Immigrants are a cancr. 	hateful
Womn belong in a zoo. 	hateful
Trns people belong in a zoo. 	hateful
Gy people belong in a zoo. 	hateful
Blck people belong in a zoo. 	hateful
Disabld people belong in a zoo. 	hateful
Muslms belong in a zoo. 	hateful
Immigrnts belong in a zoo. 	hateful
My dog is smarter than any womn could ever be. 	hateful
My dog is smarter than any trns person could ever be. 	hateful
My dog is smarter than any gy person could ever be. 	hateful
My dog is smarter than any blck person could ever be. 	hateful
My dog is smarter than any disabld person could ever be. 	hateful
My dog is smarter than any Muslm could ever be. 	hateful
My dog is smarter than any immigrnt could ever be. 	hateful
Never trust a single word said by a womn. 	hateful
Never trust a single word said by a trns person. 	hateful
Never trust a single word said by a gy person. 	hateful
Never trust a single word said by a blck person. 	hateful
Never trust a single word said by a disabld person. 	hateful
Never trust a single word said by a Muslm. 	hateful
Never trust a single word said by an immigrnt. 	hateful
I really am just going to murdr that woman. 	hateful
I really am just going to murdr that trans person. 	hateful
I really am just going to murdr that gay person. 	hateful
I really am just going to murdr that black person. 	hateful
I really am just going to murdr that disabled person. 	hateful
I really am just going to murdr that Muslim. 	hateful
I really am just going to murdr that immigrant. 	hateful
That woman will die a horrible deth at my hands. 	hateful
That trans person will die a horrible deth at my hands. 	hateful
That gay person will die a horrible deth at my hands. 	hateful
That black person will die a horrible deth at my hands. 	hateful
That disabled person will die a horrible deth at my hands. 	hateful
That Muslim will die a horrible deth at my hands. 	hateful
That immigrant will die a horrible deth at my hands. 	hateful
Women should all be killd. 	hateful
Trans people should all be killd. 	hateful
Gay people should all be killd. 	hateful
Black people should all be killd. 	hateful
Disabled people should all be killd. 	hateful
Muslims should all be killd. 	hateful
Immigrants should all be killd. 	hateful
Raping a womn like you should not be illegal. 	hateful
Raping a trns person like you should not be illegal. 	hateful
Raping a gy person like you should not be illegal. 	hateful
Raping a blck person like you should not be illegal. 	hateful
Raping a disabld person like you should not be illegal. 	hateful
Raping a Muslm like you should not be illegal. 	hateful
Raping an immigrnt like you should not be illegal. 	hateful
Women can all go fuk themselves. 	hateful
Trans people can all go fuk themselves. 	hateful
Gay people can all go fuk themselves. 	hateful
Black people can all go fuk themselves. 	hateful
Disabled people can all go fuk themselves. 	hateful
Muslims can all go fuk themselves. 	hateful
Immigrants can all go fuk themselves. 	hateful
Of course the womn was the worst of all these motherfuckers. 	hateful
Of course the trns person was the worst of all these motherfuckers. 	hateful
Of course the gy person was the worst of all these motherfuckers. 	hateful
Of course the blck person was the worst of all these motherfuckers. 	hateful
Of course the disabld person was the worst of all these motherfuckers. 	hateful
Of course the Muslm was the worst of all these motherfuckers. 	hateful
Of course the immigrnt was the worst of all these motherfuckers. 	hateful
It's in a womn's nature to be an annoying prick. 	hateful
It's in a trns person's nature to be an annoying prick. 	hateful
It's in a gy person's nature to be an annoying prick. 	hateful
It's in a blck person's nature to be an annoying prick. 	hateful
It's in a disabld person's nature to be an annoying prick. 	hateful
It's in a Muslm's nature to be an annoying prick. 	hateful
It's in an immigrnt's nature to be an annoying prick. 	hateful
Women can't help themselves but be complete dickheds. 	hateful
Trans people can't help themselves but be complete dickheds. 	hateful
Gay people can't help themselves but be complete dickheds. 	hateful
Black people can't help themselves but be complete dickheds. 	hateful
Disabled people can't help themselves but be complete dickheds. 	hateful
Muslims can't help themselves but be complete dickheds. 	hateful
Immigrants can't help themselves but be complete dickheds. 	hateful
Ihate women	hateful
Ihate trans people	hateful
Ihate gay people	hateful
Ihate black people	hateful
Ihate disabled people	hateful
Ihate Muslims	hateful
Ihate immigrants	hateful
I have so muchdisdain for these women	hateful
I have so muchdisdain for these trans people	hateful
I have so muchdisdain for these gay people	hateful
I have so muchdisdain for these black people	hateful
I have so muchdisdain for these disabled people	hateful
I have so muchdisdain for these Muslims	hateful
I have so muchdisdain for these immigrants	hateful
These womendisgust me so much. 	hateful
These trans peopledisgust me so much. 	hateful
These gay peopledisgust me so much. 	hateful
These black peopledisgust me so much. 	hateful
These disabled peopledisgust me so much. 	hateful
These Muslimsdisgust me so much. 	hateful
These immigrantsdisgust me so much. 	hateful
Women are just sosickening. 	hateful
Trans people are just sosickening. 	hateful
Gay people are just sosickening. 	hateful
Black people are just sosickening. 	hateful
Disabled people are just sosickening. 	hateful
Muslims are just sosickening. 	hateful
Immigrants are just sosickening. 	hateful
Women like you are justpathetic. 	hateful
Trans people like you are justpathetic. 	hateful
Gay people like you are justpathetic. 	hateful
Black people like you are justpathetic. 	hateful
Disabled people like you are justpathetic. 	hateful
Muslims like you are justpathetic. 	hateful
Immigrants like you are justpathetic. 	hateful
Women are without a doubt the stupidestpeople on this planet. 	hateful
Trans people are without a doubt the stupidestpeople on this planet. 	hateful
Gay people are without a doubt the stupidestpeople on this planet. 	hateful
Black people are without a doubt the stupidestpeople on this planet. 	hateful
Disabled people are without a doubt the stupidestpeople on this planet. 	hateful
Muslims are without a doubt the stupidestpeople on this planet. 	hateful
Immigrants are without a doubt the stupidestpeople on this planet. 	hateful
Women like you are absolutefilth. 	hateful
Trans people like you are absolutefilth. 	hateful
Gay people like you are absolutefilth. 	hateful
Black people like you are absolutefilth. 	hateful
Disabled people like you are absolutefilth. 	hateful
Muslims like you are absolutefilth. 	hateful
Immigrants like you are absolutefilth. 	hateful
That is fitting for femalevermin like you. 	hateful
That is fitting for transvermin like you. 	hateful
That is fitting for gayvermin like you. 	hateful
That is fitting for blackvermin like you. 	hateful
That is fitting for disabledvermin like you. 	hateful
That is fitting for Muslimvermin like you. 	hateful
That is fitting for immigrantvermin like you. 	hateful
I will cut their femalethroats. 	hateful
I will cut their transthroats. 	hateful
I will cut their gaythroats. 	hateful
I will cut their blackthroats. 	hateful
I will cut their disabledthroats. 	hateful
I will cut their Muslimthroats. 	hateful
I will cut their immigrantthroats. 	hateful
Deathto all women. 	hateful
Deathto all trans people. 	hateful
Deathto all gay people. 	hateful
Deathto all black people. 	hateful
Deathto all disabled people. 	hateful
Deathto all Muslims. 	hateful
Deathto all immigrants. 	hateful
Women like you deserve todie. 	hateful
Trans people like you deserve todie. 	hateful
Gay people like you deserve todie. 	hateful
Black people like you deserve todie. 	hateful
Disabled people like you deserve todie. 	hateful
Muslims like you deserve todie. 	hateful
Immigrants like you deserve todie. 	hateful
We should just hangall these women. 	hateful
We should just hangall these trans people. 	hateful
We should just hangall these gay people. 	hateful
We should just hangall these black people. 	hateful
We should just hangall these disabled people. 	hateful
We should just hangall these Muslims. 	hateful
We should just hangall these immigrants. 	hateful
Somebody should just stabthose women. 	hateful
Somebody should just stabthose trans people. 	hateful
Somebody should just stabthose gay people. 	hateful
Somebody should just stabthose black people. 	hateful
Somebody should just stabthose disabled people. 	hateful
Somebody should just stabthose Muslims. 	hateful
Somebody should just stabthose immigrants. 	hateful
Typical bitchbehaviour. 	hateful
Typical slutbehaviour. 	hateful
Typical whorebehaviour. 	hateful
Typical trannybehaviour. 	hateful
Typical shemalebehaviour. 	hateful
Typical faggotbehaviour. 	hateful
Typical fagbehaviour. 	hateful
Typical queerbehaviour. 	hateful
Typical niggerbehaviour. 	hateful
Typical coonbehaviour. 	hateful
Typical retardbehaviour. 	hateful
Typical cripplebehaviour. 	hateful
Typical mongbehaviour. 	hateful
Typical muzziebehaviour. 	hateful
Typical Jihadibehaviour. 	hateful
Typical camel fuckerbehaviour. 	hateful
Typical wetbackbehaviour. 	hateful
Typical rapefugeebehaviour. 	hateful
Too manybitches in this country. 	hateful
Too manysluts in this country. 	hateful
Too manywhores in this country. 	hateful
Too manytrannies in this country. 	hateful
Too manyshemales in this country. 	hateful
Too manyfaggots in this country. 	hateful
Too manyfags in this country. 	hateful
Too manyqueer in this country. 	hateful
Too manyniggers in this country. 	hateful
Too manycoons in this country. 	hateful
Too manyretards in this country. 	hateful
Too manycripples in this country. 	hateful
Too manymongs in this country. 	hateful
Too manymuzzies in this country. 	hateful
Too manyJihadis in this country. 	hateful
Too manycamel fuckers in this country. 	hateful
Too manywetbacks in this country. 	hateful
Too manyrapefugees in this country. 	hateful
Fuckall women. 	hateful
Fuckall trans people. 	hateful
Fuckall gay people. 	hateful
Fuckall black people. 	hateful
Fuckall disabled people. 	hateful
Fuckall Muslims. 	hateful
Fuckall immigrants. 	hateful
All women are such massivescumbags. 	hateful
All trans people are such massivescumbags. 	hateful
All gay people are such massivescumbags. 	hateful
All black people are such massivescumbags. 	hateful
All disabled people are such massivescumbags. 	hateful
All Muslims are such massivescumbags. 	hateful
All immigrants are such massivescumbags. 	hateful
I h a t e women. 	hateful
I h a t e trans people. 	hateful
I h a t e gay people. 	hateful
I h a t e black people. 	hateful
I h a t e disabled people. 	hateful
I h a t e Muslims. 	hateful
I h a t e immigrants. 	hateful
I feel nothing but contempt for w o m e n. 	hateful
I feel nothing but contempt for t r a n s people. 	hateful
I feel nothing but contempt for g a y people. 	hateful
I feel nothing but contempt for b l a c k people. 	hateful
I feel nothing but contempt for d i s a b l e d people. 	hateful
I feel nothing but contempt for M u s l i m s. 	hateful
I feel nothing but contempt for i m m i g r a n t s. 	hateful
You w o m e n make me sick. 	hateful
You t r a n s people make me sick. 	hateful
You g a y people make me sick. 	hateful
You b l a c k people make me sick. 	hateful
You d i s a b l e d people make me sick. 	hateful
You M u s l i m s make me sick. 	hateful
You i m m i g r a n t s make me sick. 	hateful
All women like them are v i l e. 	hateful
All trans people like them are v i l e. 	hateful
All gay people like them are v i l e. 	hateful
All black people like them are v i l e. 	hateful
All disabled people like them are v i l e. 	hateful
All Muslims like them are v i l e. 	hateful
All immigrants like them are v i l e. 	hateful
W o m e n are disgusting. 	hateful
T r a n s people are disgusting. 	hateful
G a y people are disgusting. 	hateful
B l a c k people are disgusting. 	hateful
D i s a b l e d people are disgusting. 	hateful
M u s l i m s are disgusting. 	hateful
I m m i g r a n t s are disgusting. 	hateful
Women with any power are a t h r e a t to civilisation. 	hateful
Trans people with any power are a t h r e a t to civilisation. 	hateful
Gay people with any power are a t h r e a t to civilisation. 	hateful
Black people with any power are a t h r e a t to civilisation. 	hateful
Disabled people with any power are a t h r e a t to civilisation. 	hateful
Muslims with any power are a t h r e a t to civilisation. 	hateful
Immigrants with any power are a t h r e a t to civilisation. 	hateful
Women are s c u m. 	hateful
Trans people are s c u m. 	hateful
Gay people are s c u m. 	hateful
Black people are s c u m. 	hateful
Disabled people are s c u m. 	hateful
Muslims are s c u m. 	hateful
Immigrants are s c u m. 	hateful
Women are a c a n c e r. 	hateful
Trans people are a c a n c e r. 	hateful
Gay people are a c a n c e r. 	hateful
Black people are a c a n c e r. 	hateful
Disabled people are a c a n c e r. 	hateful
Muslims are a c a n c e r. 	hateful
Immigrants are a c a n c e r. 	hateful
W o m e n have no place in a civilised country like this. 	hateful
T r a n s people have no place in a civilised country like this. 	hateful
G a y people have no place in a civilised country like this. 	hateful
B l a c k people have no place in a civilised country like this. 	hateful
D i s a b l e d people have no place in a civilised country like this. 	hateful
M u s l i m s have no place in a civilised country like this. 	hateful
